,Z_OPT_x,ZINDEX_x,Z_OPT_y,ZINDEX_y,ZVALID,ZSUBJECT,Z_FOK_SUBJECT,ZCLIENTHEIGHT,ZCLIENTWIDTH,ZDURATION,ZCHARACTER,Gender,Handedness,Finger
2160,11,27,52,2160,1,32,5120,443.0,375.0,0.6495629549026489,6,1,1,0
2161,11,27,52,2161,1,32,33792,443.0,375.0,0.5975559949874878,8,1,1,0
2162,11,27,54,2162,1,32,31744,443.0,375.0,0.3664880394935608,1,1,1,0
2163,11,27,52,2163,1,32,30720,443.0,375.0,0.5003349781036377,4,1,1,0
2164,11,27,53,2164,1,32,18432,443.0,375.0,0.646202027797699,2,1,1,0
2165,11,27,52,2165,1,32,2048,443.0,375.0,0.8335269689559937,6,1,1,0
2166,11,27,54,2166,1,32,21504,443.0,375.0,0.3846610188484192,1,1,1,0
2167,11,27,53,2167,1,32,23552,443.0,375.0,0.6661249995231628,3,1,1,0
2168,11,27,52,2168,1,32,4096,443.0,375.0,0.9506300091743468,9,1,1,0
2169,11,27,53,2169,0,32,41984,443.0,375.0,0.6176720261573792,4,1,1,0
2170,11,27,52,2170,1,32,11264,443.0,375.0,0.6665170192718506,5,1,1,0
2171,11,27,54,2171,1,32,38912,443.0,375.0,0.4845409989356994,2,1,1,0
2172,11,27,52,2172,1,32,24576,443.0,375.0,0.6187760233879089,2,1,1,0
2173,11,27,52,2173,1,32,10240,443.0,375.0,0.5156049728393555,7,1,1,0
2174,11,27,52,2174,1,32,35840,443.0,375.0,0.58331298828125,3,1,1,0
2175,11,27,54,2175,1,32,7168,443.0,375.0,0.7504130005836487,0,1,1,0
2176,11,27,52,2176,1,32,25600,443.0,375.0,0.4169849753379822,7,1,1,0
2177,11,27,52,2177,0,32,36864,443.0,375.0,0.3997419476509094,5,1,1,0
2178,11,27,55,2178,1,32,29696,443.0,375.0,0.5835390090942383,0,1,1,0
2179,11,27,53,2179,1,32,15360,443.0,375.0,0.6496580243110657,5,1,1,0
2180,11,27,52,2180,1,32,32768,443.0,375.0,0.6504369974136353,9,1,1,0
2181,11,27,53,2181,1,32,34816,443.0,375.0,0.4168569445610046,4,1,1,0
2182,11,27,54,2182,1,32,28672,443.0,375.0,0.3996009826660156,1,1,1,0
2183,11,27,52,2183,1,32,12288,443.0,375.0,0.5998330116271973,6,1,1,0
2184,11,27,53,2184,1,32,27648,443.0,375.0,0.7659850120544434,3,1,1,0
2185,11,27,52,2185,1,32,9216,443.0,375.0,0.5833960175514221,7,1,1,0
2186,11,27,54,2186,1,32,37888,443.0,375.0,0.5674839615821838,2,1,1,0
2187,11,27,52,2187,0,32,8192,443.0,375.0,0.7497879862785339,8,1,1,0
2188,11,27,55,2188,1,32,26624,443.0,375.0,0.5499119758605957,0,1,1,0
2189,11,27,52,2189,1,32,22528,443.0,375.0,0.6340789794921875,8,1,1,0
2190,11,27,52,2190,1,32,77824,443.0,375.0,0.549860954284668,3,1,1,1
2191,11,27,54,2191,1,32,80896,443.0,375.0,0.0837650299072265,1,1,1,1
2192,11,27,54,2192,1,32,68608,443.0,375.0,0.4666690230369568,8,1,1,1
2193,11,27,53,2193,1,32,74752,443.0,375.0,0.4661750197410583,2,1,1,1
2194,11,27,54,2194,1,32,58368,443.0,375.0,0.1506130099296569,1,1,1,1
2195,11,27,53,2195,1,32,72704,443.0,375.0,0.4998549818992615,8,1,1,1
2196,11,27,54,2196,1,32,59392,443.0,375.0,0.1339269876480102,1,1,1,1
2197,11,27,52,2197,1,32,45056,443.0,375.0,0.4011940360069275,7,1,1,1
2198,11,27,53,2198,1,32,50176,443.0,375.0,0.6834080219268799,2,1,1,1
2199,11,27,52,2199,1,32,78848,443.0,375.0,0.4506270289421081,2,1,1,1
2200,11,27,52,2200,1,32,60416,443.0,375.0,0.4840600490570068,5,1,1,1
2201,11,27,52,2201,1,32,46080,443.0,375.0,0.4505169987678528,6,1,1,1
2202,11,27,52,2202,1,32,61440,443.0,375.0,0.4506970047950744,6,1,1,1
2203,11,27,53,2203,1,32,64512,443.0,375.0,0.6342549920082092,3,1,1,1
2204,11,27,52,2204,1,32,44032,443.0,375.0,0.4834130406379699,4,1,1,1
2205,11,27,52,2205,1,32,73728,443.0,375.0,0.4668729901313782,5,1,1,1
2206,11,27,52,2206,1,32,57344,443.0,375.0,0.8000109791755676,9,1,1,1
2207,11,27,54,2207,1,32,53248,443.0,375.0,0.3840190172195434,0,1,1,1
2208,11,27,52,2208,1,32,65536,443.0,375.0,0.3672389984130859,7,1,1,1
2209,11,27,53,2209,1,32,70656,443.0,375.0,0.4996330142021179,3,1,1,1
2210,11,27,52,2210,1,32,49152,443.0,375.0,0.3838580250740051,7,1,1,1
2211,11,27,52,2211,1,32,54272,443.0,375.0,0.5339909791946411,8,1,1,1
2212,11,27,52,2212,1,32,43008,443.0,375.0,0.5626440048217773,5,1,1,1
2213,11,27,53,2213,1,32,67584,443.0,375.0,0.4006010293960571,4,1,1,1
2214,11,27,52,2214,1,32,48128,443.0,375.0,0.5840449929237366,9,1,1,1
2215,11,27,54,2215,1,32,75776,443.0,375.0,0.4341819882392883,0,1,1,1
2216,11,27,53,2216,1,32,66560,443.0,375.0,0.4338830113410949,5,1,1,1
2217,11,27,54,2217,1,32,51200,443.0,375.0,0.1178060173988342,1,1,1,1
2218,11,27,52,2218,1,32,63488,443.0,375.0,0.367372989654541,7,1,1,1
2219,11,27,52,2219,1,32,47104,443.0,375.0,0.5999839901924133,9,1,1,1
2220,11,27,52,2220,1,32,52224,443.0,375.0,0.3505170345306396,4,1,1,1
2221,11,27,52,2221,1,32,82944,443.0,375.0,0.3504329919815063,6,1,1,1
2222,11,27,56,2222,1,32,81920,443.0,375.0,0.367389976978302,0,1,1,1
2223,11,27,57,2223,1,32,69632,443.0,375.0,0.3835699558258056,0,1,1,1
2224,11,27,52,2224,1,32,56320,443.0,375.0,0.4339819550514221,6,1,1,1
2225,11,27,53,2225,1,32,55296,443.0,375.0,0.5507889986038208,3,1,1,1
2226,11,27,54,2226,1,32,79872,443.0,375.0,0.3796709775924682,2,1,1,1
2227,11,27,52,2227,1,32,76800,443.0,375.0,0.5338510274887085,8,1,1,1
2228,11,27,52,2228,1,32,71680,443.0,375.0,0.59968101978302,9,1,1,1
2229,11,27,53,2229,1,32,62464,443.0,375.0,0.4509850144386291,4,1,1,1
2230,10,28,53,2230,1,33,40960,443.0,375.0,0.3006260395050049,5,0,1,0
2231,10,28,52,2231,1,33,3072,443.0,375.0,0.400189995765686,3,0,1,0
2232,10,28,53,2232,1,33,21504,443.0,375.0,0.0668830275535583,1,0,1,0
2233,10,28,52,2233,1,33,20480,443.0,375.0,0.3333919644355774,6,0,1,0
2234,10,28,52,2234,1,33,9216,443.0,375.0,0.3004630208015442,5,0,1,0
2235,10,28,53,2235,1,33,18432,443.0,375.0,0.1000549793243408,1,0,1,0
2236,10,28,52,2236,1,33,7168,443.0,375.0,0.3170840144157409,8,0,1,0
2237,10,28,52,2237,1,33,41984,443.0,375.0,0.2500720024108886,7,0,1,0
2238,10,28,52,2238,1,33,14336,443.0,375.0,0.250493049621582,5,0,1,0
2239,10,28,52,2239,1,33,16384,443.0,375.0,0.4506360292434692,9,0,1,0
2240,10,28,55,2240,1,33,23552,443.0,375.0,0.3168749809265136,0,0,1,0
2241,10,28,55,2241,1,33,35840,443.0,375.0,0.332872986793518,0,0,1,0
2242,10,28,52,2242,1,33,36864,443.0,375.0,0.2671260237693786,2,0,1,0
2243,10,28,52,2243,1,33,39936,443.0,375.0,0.3172319531440735,6,0,1,0
2244,10,28,52,2244,1,33,28672,443.0,375.0,0.4012690186500549,3,0,1,0
2245,10,28,53,2245,1,33,32768,443.0,375.0,0.100596010684967,1,0,1,0
2246,10,28,52,2246,1,33,13312,443.0,375.0,0.2004949450492859,7,0,1,0
2247,10,28,52,2247,1,33,15360,443.0,375.0,0.249858021736145,7,0,1,0
2248,10,28,53,2248,1,33,37888,443.0,375.0,0.1174720525741577,1,0,1,0
2249,10,28,52,2249,1,33,11264,443.0,375.0,0.3672509789466858,8,0,1,0
2250,10,28,53,2250,1,33,5120,443.0,375.0,0.3673890233039856,3,0,1,0
2251,10,28,53,2251,1,33,29696,443.0,375.0,0.1834000349044799,4,0,1,0
2252,10,28,52,2252,1,33,10240,443.0,375.0,0.3505650162696838,8,0,1,0
2253,10,28,53,2253,1,33,26624,443.0,375.0,0.1671280264854431,4,0,1,0
2254,10,28,52,2254,1,33,6144,443.0,375.0,0.2502520084381103,2,0,1,0
2255,10,28,53,2255,1,33,24576,443.0,375.0,0.3001019954681396,2,0,1,0
2256,10,28,54,2256,1,33,31744,443.0,375.0,0.2838249802589416,0,0,1,0
2257,10,28,52,2257,1,33,34816,443.0,375.0,0.4167499542236328,8,0,1,0
2258,10,28,53,2258,1,33,19456,443.0,375.0,0.1838759779930114,4,0,1,0
2259,10,28,53,2259,1,33,33792,443.0,375.0,0.2167219519615173,5,0,1,0
2260,10,28,52,2260,1,33,27648,443.0,375.0,0.5340920090675354,9,0,1,0
2261,10,28,52,2261,1,33,25600,443.0,375.0,0.3333140015602112,6,0,1,0
2262,10,28,52,2262,1,33,38912,443.0,375.0,0.900119960308075,9,0,1,0
2263,10,28,55,2263,1,33,22528,443.0,375.0,0.2998760342597961,0,0,1,0
2264,10,28,52,2264,1,33,17408,443.0,375.0,0.2004430294036865,6,0,1,0
2265,10,28,53,2265,1,33,12288,443.0,375.0,0.2667170166969299,2,0,1,0
2266,10,28,52,2266,1,33,8192,443.0,375.0,0.467523992061615,9,0,1,0
2267,10,28,52,2267,1,33,2048,443.0,375.0,0.2817820310592651,7,0,1,0
2268,10,28,52,2268,1,33,30720,443.0,375.0,0.183351993560791,4,0,1,0
2269,10,28,52,2269,1,33,56320,443.0,375.0,0.21697598695755,4,0,1,1
2270,10,28,56,2270,1,33,70656,443.0,375.0,0.3344370126724243,0,0,1,1
2271,10,28,52,2271,1,33,46080,443.0,375.0,0.3840000033378601,3,0,1,1
2272,10,28,52,2272,1,33,48128,443.0,375.0,0.3518179655075073,6,0,1,1
2273,10,28,52,2273,1,33,55296,443.0,375.0,0.2007179856300354,7,0,1,1
2274,10,28,54,2274,1,33,50176,443.0,375.0,0.0992900133132934,1,0,1,1
2275,10,28,52,2275,1,33,69632,443.0,375.0,0.4340709447860718,9,0,1,1
2276,10,28,52,2276,1,33,72704,443.0,375.0,0.2004389762878418,7,0,1,1
2277,10,28,53,2277,1,33,66560,443.0,375.0,0.1668699979782104,4,0,1,1
2278,10,28,53,2278,1,33,47104,443.0,375.0,0.2507950067520141,2,0,1,1
2279,10,28,52,2279,1,33,77824,443.0,375.0,0.3007979989051819,5,0,1,1
2280,10,28,53,2280,1,33,78848,443.0,375.0,0.3340239524841308,2,0,1,1
2281,10,28,54,2281,1,33,79872,443.0,375.0,0.0847529768943786,1,0,1,1
2282,10,28,53,2282,1,33,65536,443.0,375.0,0.3835769891738891,3,0,1,1
2283,10,28,52,2283,1,33,63488,443.0,375.0,0.4169710278511047,9,0,1,1
2284,10,28,53,2284,1,33,60416,443.0,375.0,0.300599992275238,5,0,1,1
2285,10,28,55,2285,1,33,62464,443.0,375.0,0.3003779649734497,0,0,1,1
2286,10,28,52,2286,1,33,45056,443.0,375.0,0.4338339567184448,9,0,1,1
2287,10,28,53,2287,1,33,64512,443.0,375.0,0.1836909651756286,4,0,1,1
2288,10,28,54,2288,1,33,67584,443.0,375.0,0.3504549860954284,0,0,1,1
2289,10,28,54,2289,1,33,61440,443.0,375.0,0.3168530464172363,2,0,1,1
2290,10,28,52,2290,1,33,73728,443.0,375.0,0.4341480135917663,8,0,1,1
2291,10,28,53,2291,1,33,49152,443.0,375.0,0.3170629739761352,5,0,1,1
2292,10,28,53,2292,1,33,82944,443.0,375.0,0.3832119703292846,3,0,1,1
2293,10,28,52,2293,1,33,43008,443.0,375.0,0.3833289742469787,6,0,1,1
2294,10,28,54,2294,1,33,74752,443.0,375.0,0.3345280289649963,0,0,1,1
2295,10,28,54,2295,1,33,57344,443.0,375.0,0.0840420126914978,1,0,1,1
2296,10,28,52,2296,1,33,75776,443.0,375.0,0.2172160148620605,7,0,1,1
2297,10,28,53,2297,1,33,53248,443.0,375.0,0.3172870278358459,5,0,1,1
2298,10,28,52,2298,1,33,68608,443.0,375.0,0.3340489864349365,6,0,1,1
2299,10,28,52,2299,1,33,58368,443.0,375.0,0.4339410066604614,8,0,1,1
2300,10,28,53,2300,1,33,76800,443.0,375.0,0.1003440022468566,1,0,1,1
2301,10,28,53,2301,1,33,51200,443.0,375.0,0.4007130265235901,3,0,1,1
2302,10,28,52,2302,1,33,81920,443.0,375.0,0.350689947605133,6,0,1,1
2303,10,28,52,2303,1,33,54272,443.0,375.0,0.4670940041542053,8,0,1,1
2304,10,28,52,2304,1,33,71680,443.0,375.0,0.2502299547195434,7,0,1,1
2305,10,28,52,2305,1,33,52224,443.0,375.0,0.4493259787559509,9,0,1,1
2306,10,28,52,2306,1,33,44032,443.0,375.0,0.1505820155143737,4,0,1,1
2307,10,28,52,2307,1,33,59392,443.0,375.0,0.4347360134124756,8,0,1,1
2308,10,28,52,2308,1,33,80896,443.0,375.0,0.2838979959487915,2,0,1,1
2309,9,29,53,2309,1,34,5120,443.0,375.0,0.7996839880943298,2,1,1,0
2310,9,29,52,2310,1,34,30720,443.0,375.0,0.8001859784126282,7,1,1,0
2311,9,29,52,2311,1,34,17408,443.0,375.0,0.7002679705619812,5,1,1,0
2312,9,29,52,2312,1,34,13312,443.0,375.0,0.7661120295524597,3,1,1,0
2313,9,29,53,2313,1,34,16384,443.0,375.0,0.7832479476928711,3,1,1,0
2314,9,29,52,2314,1,34,29696,443.0,375.0,1.2329890131950378,6,1,1,0
2315,9,29,52,2315,1,34,14336,443.0,375.0,0.633834958076477,7,1,1,0
2316,9,29,52,2316,1,34,12288,443.0,375.0,1.2500890493392944,9,1,1,0
2317,9,29,55,2317,1,34,28672,443.0,375.0,0.4007419943809509,1,1,1,0
2318,9,29,52,2318,1,34,11264,443.0,375.0,0.8500970005989075,6,1,1,0
2319,9,29,52,2319,1,34,10240,443.0,375.0,0.8993459939956665,8,1,1,0
2320,9,29,53,2320,1,34,41984,443.0,375.0,0.800184965133667,3,1,1,0
2321,9,29,54,2321,1,34,26624,443.0,375.0,0.799705982208252,2,1,1,0
2322,9,29,54,2322,1,34,40960,443.0,375.0,0.933394968509674,0,1,1,0
2323,9,29,54,2323,1,34,27648,443.0,375.0,0.4170690178871155,1,1,1,0
2324,9,29,52,2324,1,34,39936,443.0,375.0,1.0165420174598694,9,1,1,0
2325,9,29,53,2325,1,34,33792,443.0,375.0,0.8136299848556519,2,1,1,0
2326,9,29,53,2326,1,34,25600,443.0,375.0,0.5171710252761841,4,1,1,0
2327,9,29,53,2327,1,34,15360,443.0,375.0,1.1501590013504028,0,1,1,0
2328,9,29,52,2328,1,34,38912,443.0,375.0,0.7501329779624939,8,1,1,0
2329,9,29,52,2329,1,34,20480,443.0,375.0,1.0998889803886414,7,1,1,0
2330,9,29,53,2330,1,34,9216,443.0,375.0,0.6336979866027832,4,1,1,0
2331,9,29,54,2331,1,34,23552,443.0,375.0,0.3000950217247009,1,1,1,0
2332,9,29,53,2332,1,34,8192,443.0,375.0,0.8833929896354675,2,1,1,0
2333,9,29,52,2333,1,34,24576,443.0,375.0,0.8671149611473083,6,1,1,0
2334,9,29,52,2334,1,34,21504,443.0,375.0,1.1675269603729248,8,1,1,0
2335,9,29,52,2335,1,34,3072,443.0,375.0,0.7493570446968079,3,1,1,0
2336,9,29,52,2336,1,34,36864,443.0,375.0,0.8501739501953125,6,1,1,0
2337,9,29,52,2337,1,34,7168,443.0,375.0,0.5496869683265686,5,1,1,0
2338,9,29,52,2338,1,34,6144,443.0,375.0,1.1190959811210632,9,1,1,0
2339,9,29,52,2339,1,34,35840,443.0,375.0,0.4336040019989013,4,1,1,0
2340,9,29,53,2340,1,34,2048,443.0,375.0,0.1167110204696655,1,1,1,0
2341,9,29,53,2341,1,34,4096,443.0,375.0,0.6499890089035034,5,1,1,0
2342,9,29,52,2342,1,34,32768,443.0,375.0,1.049314022064209,8,1,1,0
2343,9,29,55,2343,1,34,22528,443.0,375.0,1.1003499627113342,0,1,1,0
2344,9,29,52,2344,1,34,34816,443.0,375.0,0.6315300464630127,7,1,1,0
2345,9,29,55,2345,1,34,19456,443.0,375.0,1.0831539630889893,0,1,1,0
2346,9,29,52,2346,1,34,37888,443.0,375.0,0.6001930236816406,5,1,1,0
2347,9,29,52,2347,1,34,18432,443.0,375.0,0.6679840087890625,9,1,1,0
2348,9,29,52,2348,1,34,31744,443.0,375.0,0.599249005317688,4,1,1,0
2349,9,29,52,2349,1,34,49152,443.0,375.0,0.6675909757614136,2,1,1,1
2350,9,29,52,2350,1,34,50176,443.0,375.0,0.4169270396232605,7,1,1,1
2351,9,29,54,2351,1,34,70656,443.0,375.0,0.6842899918556213,0,1,1,1
2352,9,29,53,2352,1,34,82944,443.0,375.0,0.8165039420127869,2,1,1,1
2353,9,29,52,2353,1,34,45056,443.0,375.0,1.0675830245018003,9,1,1,1
2354,9,29,53,2354,1,34,68608,443.0,375.0,0.4341670274734497,4,1,1,1
2355,9,29,54,2355,1,34,60416,443.0,375.0,0.3839010000228882,1,1,1,1
2356,9,29,53,2356,1,34,72704,443.0,375.0,0.599759042263031,3,1,1,1
2357,9,29,52,2357,1,34,81920,443.0,375.0,0.3513009548187256,9,1,1,1
2358,9,29,53,2358,1,34,46080,443.0,375.0,0.2836560010910034,1,1,1,1
2359,9,29,52,2359,1,34,69632,443.0,375.0,0.384175956249237,7,1,1,1
2360,9,29,54,2360,1,34,80896,443.0,375.0,0.3339239954948425,1,1,1,1
2361,9,29,53,2361,1,34,67584,443.0,375.0,0.4330189824104309,4,1,1,1
2362,9,29,54,2362,1,34,66560,443.0,375.0,0.7836219668388367,0,1,1,1
2363,9,29,52,2363,1,34,65536,443.0,375.0,0.7008740305900574,8,1,1,1
2364,9,29,52,2364,1,34,47104,443.0,375.0,0.6663659811019897,6,1,1,1
2365,9,29,52,2365,1,34,56320,443.0,375.0,0.4999060034751892,5,1,1,1
2366,9,29,52,2366,1,34,63488,443.0,375.0,1.034221053123474,9,1,1,1
2367,9,29,53,2367,1,34,79872,443.0,375.0,0.7164750099182129,3,1,1,1
2368,9,29,52,2368,1,34,78848,443.0,375.0,0.7344840168952942,6,1,1,1
2369,9,29,52,2369,1,34,61440,443.0,375.0,0.6337960362434387,2,1,1,1
2370,9,29,55,2370,1,34,52224,443.0,375.0,0.8162810206413269,0,1,1,1
2371,9,29,52,2371,1,34,76800,443.0,375.0,0.5003910064697266,5,1,1,1
2372,9,29,53,2372,1,34,58368,443.0,375.0,0.6492409706115723,3,1,1,1
2373,9,29,52,2373,1,34,59392,443.0,375.0,0.7333439588546753,6,1,1,1
2374,9,29,52,2374,1,34,62464,443.0,375.0,0.500141978263855,7,1,1,1
2375,9,29,53,2375,1,34,64512,443.0,375.0,0.6001030206680298,2,1,1,1
2376,9,29,54,2376,1,34,48128,443.0,375.0,0.7007440328598022,0,1,1,1
2377,9,29,52,2377,1,34,73728,443.0,375.0,0.7005490064620972,8,1,1,1
2378,9,29,52,2378,1,34,43008,443.0,375.0,0.8003230094909668,6,1,1,1
2379,9,29,52,2379,1,34,44032,443.0,375.0,0.6842280030250549,8,1,1,1
2380,9,29,52,2380,1,34,55296,443.0,375.0,0.3670430183410644,4,1,1,1
2381,9,29,52,2381,1,34,51200,443.0,375.0,0.4007030129432678,4,1,1,1
2382,9,29,52,2382,1,34,75776,443.0,375.0,0.5013440251350403,5,1,1,1
2383,9,29,52,2383,1,34,77824,443.0,375.0,0.4842250347137451,5,1,1,1
2384,9,29,51,2384,1,34,53248,443.0,375.0,0.4840710163116455,7,1,1,1
2385,9,29,51,2385,1,34,54272,443.0,375.0,0.7499629855155945,8,1,1,1
2386,9,29,51,2386,1,34,71680,443.0,375.0,0.6343790292739868,3,1,1,1
2387,9,29,52,2387,1,34,74752,443.0,375.0,0.2503469586372375,1,1,1,1
2388,9,29,51,2388,1,34,57344,443.0,375.0,1.050249993801117,9,1,1,1
2389,9,30,52,2389,1,35,19456,443.0,375.0,0.8006190061569214,3,1,1,0
2390,9,30,51,2390,1,35,31744,443.0,375.0,0.7331570386886597,8,1,1,0
2391,9,30,52,2391,1,35,7168,443.0,375.0,0.8494120240211487,0,1,1,0
2392,9,30,51,2392,1,35,10240,443.0,375.0,0.5675150156021118,6,1,1,0
2393,9,30,51,2393,1,35,27648,443.0,375.0,0.6839280128479004,4,1,1,0
2394,9,30,52,2394,1,35,18432,443.0,375.0,0.7008059620857239,3,1,1,0
2395,9,30,51,2395,1,35,22528,443.0,375.0,0.7162699699401855,9,1,1,0
2396,9,30,51,2396,1,35,35840,443.0,375.0,0.1339069604873657,1,1,1,0
2397,9,30,52,2397,1,35,17408,443.0,375.0,0.7508320212364197,3,1,1,0
2398,9,30,51,2398,1,35,11264,443.0,375.0,0.6655030250549316,6,1,1,0
2399,9,30,54,2399,1,35,33792,443.0,375.0,0.5162549614906311,0,1,1,0
2400,9,30,51,2400,1,35,34816,443.0,375.0,0.4668520092964172,0,1,1,0
2401,9,30,51,2401,1,35,24576,443.0,375.0,0.5007150173187256,7,1,1,0
2402,9,30,51,2402,1,35,36864,443.0,375.0,0.6673539876937866,9,1,1,0
2403,9,30,51,2403,1,35,16384,443.0,375.0,0.6500279903411865,4,1,1,0
2404,9,30,53,2404,1,35,32768,443.0,375.0,0.2002490162849426,1,1,1,0
2405,9,30,52,2405,1,35,4096,443.0,375.0,0.7997229695320129,4,1,1,0
2406,9,30,53,2406,1,35,9216,443.0,375.0,0.2328289747238159,1,1,1,0
2407,9,30,53,2407,1,35,26624,443.0,375.0,0.6340339779853821,2,1,1,0
2408,9,30,52,2408,1,35,41984,443.0,375.0,0.434283971786499,5,1,1,0
2409,9,30,51,2409,1,35,23552,443.0,375.0,0.4336399435997009,5,1,1,0
2410,9,30,51,2410,1,35,25600,443.0,375.0,0.4995869994163513,6,1,1,0
2411,9,30,51,2411,1,35,15360,443.0,375.0,0.5839059948921204,7,1,1,0
2412,9,30,52,2412,1,35,14336,443.0,375.0,0.6004369854927063,2,1,1,0
2413,9,30,51,2413,1,35,40960,443.0,375.0,0.4505760073661804,7,1,1,0
2414,9,30,51,2414,1,35,30720,443.0,375.0,0.4003049731254577,7,1,1,0
2415,9,30,52,2415,1,35,39936,443.0,375.0,0.3671779632568359,5,1,1,0
2416,9,30,51,2416,1,35,21504,443.0,375.0,0.8166890144348145,8,1,1,0
2417,9,30,51,2417,1,35,3072,443.0,375.0,1.016608953475952,8,1,1,0
2418,9,30,52,2418,1,35,29696,443.0,375.0,0.2169139981269836,1,1,1,0
2419,9,30,51,2419,1,35,5120,443.0,375.0,0.8825520277023315,9,1,1,0
2420,9,30,52,2420,1,35,2048,443.0,375.0,0.8160569667816162,0,1,1,0
2421,9,30,52,2421,1,35,13312,443.0,375.0,0.633886992931366,2,1,1,0
2422,9,30,51,2422,1,35,12288,443.0,375.0,0.8662099838256836,8,1,1,0
2423,9,30,51,2423,1,35,20480,443.0,375.0,0.4501699805259704,5,1,1,0
2424,9,30,51,2424,1,35,28672,443.0,375.0,0.7503690123558044,3,1,1,0
2425,9,30,52,2425,1,35,8192,443.0,375.0,0.7495560050010681,2,1,1,0
2426,9,30,51,2426,1,35,38912,443.0,375.0,0.4333159923553467,6,1,1,0
2427,9,30,51,2427,1,35,6144,443.0,375.0,0.9668300151824952,9,1,1,0
2428,9,30,51,2428,1,35,37888,443.0,375.0,0.5291619896888733,4,1,1,0
2429,9,30,51,2429,1,35,54272,443.0,375.0,0.7661210298538208,2,1,1,1
2430,9,30,51,2430,1,35,76800,443.0,375.0,0.7166149616241455,8,1,1,1
2431,9,30,51,2431,1,35,44032,443.0,375.0,0.4335880279541015,5,1,1,1
2432,9,30,51,2432,1,35,50176,443.0,375.0,0.5507569909095764,7,1,1,1
2433,9,30,51,2433,1,35,59392,443.0,375.0,0.41730397939682,5,1,1,1
2434,9,30,52,2434,1,35,71680,443.0,375.0,0.6504289507865906,2,1,1,1
2435,9,30,51,2435,1,35,64512,443.0,375.0,0.9832550287246704,9,1,1,1
2436,9,30,51,2436,1,35,75776,443.0,375.0,0.5173190236091614,6,1,1,1
2437,9,30,55,2437,1,35,66560,443.0,375.0,0.5006219744682312,0,1,1,1
2438,9,30,52,2438,1,35,65536,443.0,375.0,0.8170759677886963,4,1,1,1
2439,9,30,51,2439,1,35,53248,443.0,375.0,0.6662259697914124,8,1,1,1
2440,9,30,54,2440,1,35,48128,443.0,375.0,0.6507270336151123,0,1,1,1
2441,9,30,52,2441,1,35,57344,443.0,375.0,0.7162419557571411,3,1,1,1
2442,9,30,51,2442,1,35,73728,443.0,375.0,0.9158869981765748,8,1,1,1
2443,9,30,51,2443,1,35,47104,443.0,375.0,0.5339599847793579,6,1,1,1
2444,9,30,53,2444,1,35,45056,443.0,375.0,0.1666139960289001,1,1,1,1
2445,9,30,53,2445,1,35,67584,443.0,375.0,0.2171939611434936,1,1,1,1
2446,9,30,52,2446,1,35,74752,443.0,375.0,0.583981990814209,0,1,1,1
2447,9,30,51,2447,1,35,46080,443.0,375.0,0.4508010149002075,7,1,1,1
2448,9,30,51,2448,1,35,56320,443.0,375.0,0.517346978187561,6,1,1,1
2449,9,30,51,2449,1,35,72704,443.0,375.0,0.734574019908905,9,1,1,1
2450,9,30,51,2450,1,35,80896,443.0,375.0,0.733135998249054,9,1,1,1
2451,9,30,51,2451,1,35,43008,443.0,375.0,0.7161020040512085,6,1,1,1
2452,9,30,52,2452,1,35,55296,443.0,375.0,0.7170799970626831,2,1,1,1
2453,9,30,53,2453,1,35,68608,443.0,375.0,0.1671310067176818,1,1,1,1
2454,9,30,51,2454,1,35,79872,443.0,375.0,0.6164770126342773,4,1,1,1
2455,9,30,52,2455,1,35,81920,443.0,375.0,0.1503709554672241,1,1,1,1
2456,9,30,51,2456,1,35,58368,443.0,375.0,0.8172130584716797,8,1,1,1
2457,9,30,51,2457,1,35,63488,443.0,375.0,0.3841820359230041,7,1,1,1
2458,9,30,52,2458,1,35,49152,443.0,375.0,0.4008429646492004,5,1,1,1
2459,9,30,51,2459,1,35,70656,443.0,375.0,0.6989749670028687,3,1,1,1
2460,9,30,52,2460,1,35,78848,443.0,375.0,0.6507459878921509,3,1,1,1
2461,9,30,52,2461,1,35,62464,443.0,375.0,0.7671059966087341,2,1,1,1
2462,9,30,52,2462,1,35,69632,443.0,375.0,0.567829966545105,4,1,1,1
2463,9,30,52,2463,1,35,51200,443.0,375.0,0.6666079759597778,3,1,1,1
2464,9,30,55,2464,1,35,52224,443.0,375.0,0.600678026676178,0,1,1,1
2465,9,30,51,2465,1,35,61440,443.0,375.0,0.5506460070610046,7,1,1,1
2466,9,30,51,2466,1,35,82944,443.0,375.0,0.6832240223884583,9,1,1,1
2467,9,30,51,2467,1,35,77824,443.0,375.0,0.3498910069465637,5,1,1,1
2468,9,30,51,2468,1,35,60416,443.0,375.0,0.5838820338249207,4,1,1,1
2469,9,31,52,2469,1,36,6144,443.0,375.0,0.3832769989967346,4,1,1,0
2470,9,31,53,2470,1,36,25600,443.0,375.0,0.9659500122070312,0,1,1,0
2471,9,31,51,2471,1,36,41984,443.0,375.0,1.2172919511795044,9,1,1,0
2472,9,31,52,2472,1,36,24576,443.0,375.0,0.5342699885368347,5,1,1,0
2473,9,31,51,2473,1,36,15360,443.0,375.0,0.7007859945297241,8,1,1,0
2474,9,31,51,2474,1,36,10240,443.0,375.0,0.5659839510917664,3,1,1,0
2475,9,31,51,2475,1,36,39936,443.0,375.0,0.9329330325126648,3,1,1,0
